motion,engine,brand,n,visibility,top1_rate,top1_clean,avg_pos,cited_rate,listed_rate,named_share,name,rank_vis,rank_top1
serp-api,AIMODE,scrapfly,540.0,0.0074,0.0,0.0,4.75,0.0852,0.0074,0.0,Scrapfly,17,13
serp-api,AIMODE,scrapingbee,540.0,0.0407,0.0019,0.0019,3.727272727272727,0.1167,0.0333,0.0,ScrapingBee,12,9
serp-api,AIMODE,scrapingdog,540.0,0.0907,0.0,0.0,5.020408163265306,0.2222,0.0889,0.0,Scrapingdog,8,13
serp-api,AIMODE,searchapi,540.0,0.237,0.0,0.0,4.1875,0.1296,0.2167,0.0,SearchApi.io,5,13
serp-api,AIMODE,serpapi,540.0,0.8574,0.5407,0.5241,1.7408207343412527,0.6352,0.6519,0.0185,SerpApi,1,1
serp-api,AIMODE,serpbase,540.0,0.0,0.0,0.0,,0.0,0.0,0.0,SerpBase,22,13
serp-api,AIMODE,serpentapi,540.0,0.0796,0.0074,0.0074,3.511627906976744,0.3222,0.0704,0.0,SerpentAPI,9,6
serp-api,AIMODE,serper,540.0,0.3907,0.0426,0.0426,3.161137440758294,0.0685,0.3296,0.0,Serper,3,4
serp-api,CHATGPT,airefs,540.0,0.0,0.0,0.0,,0.0259,0.0,0.0,Airefs,18,11
serp-api,CHATGPT,apify,540.0,0.0519,0.0,0.0,8.214285714285714,0.0333,0.0463,0.0,Apify,11,11
serp-api,CHATGPT,brightdata,540.0,0.4407,0.0667,0.0481,3.1638655462184873,0.3519,0.3722,0.0185,Bright Data,3,3
serp-api,CHATGPT,cloro,540.0,0.0259,0.0019,0.0019,5.857142857142857,0.2593,0.013,0.0,cloro,14,9
serp-api,CHATGPT,dataforseo,540.0,0.6778,0.2981,0.2796,2.0846994535519126,0.6037,0.6,0.0185,DataForSEO,2,2
serp-api,CHATGPT,firecrawl,540.0,0.0333,0.0,0.0,7.166666666666667,0.0537,0.0278,0.0,Firecrawl,12,11
serp-api,CHATGPT,nimble,540.0,0.0,0.0,0.0,,0.0056,0.0,0.0,Nimble,18,11
serp-api,CHATGPT,octoparse,540.0,0.0019,0.0,0.0,6.0,0.0167,0.0,0.0,Octoparse,17,11
serp-api,CHATGPT,olostep,540.0,0.0,0.0,0.0,,0.0148,0.0,0.0,Olostep,18,11
serp-api,CHATGPT,openwebninja,540.0,0.0056,0.0,0.0,7.666666666666667,0.2167,0.0,0.0,OpenWeb Ninja,15,11
serp-api,CHATGPT,oxylabs,540.0,0.1981,0.0093,0.0093,3.953271028037383,0.1056,0.1833,0.0,Oxylabs,5,6
serp-api,CHATGPT,scrapebadger,540.0,0.0,0.0,0.0,,0.0111,0.0,0.0,ScrapeBadger,18,11
serp-api,CHATGPT,scrapecreators,540.0,0.0056,0.0,0.0,9.0,0.1481,0.0,0.0,ScrapeCreators,15,11
serp-api,CHATGPT,scraperapi,540.0,0.0944,0.0019,0.0019,4.666666666666667,0.0759,0.0704,0.0,ScraperAPI,7,9
serp-api,CHATGPT,scrapfly,540.0,0.0,0.0,0.0,,0.0593,0.0,0.0,Scrapfly,18,11
serp-api,CHATGPT,scrapingbee,540.0,0.0648,0.0,0.0,5.285714285714286,0.0648,0.0611,0.0,ScrapingBee,10,11
serp-api,CHATGPT,scrapingdog,540.0,0.0907,0.0,0.0,5.040816326530612,0.0833,0.0796,0.0,Scrapingdog,8,11
serp-api,CHATGPT,searchapi,540.0,0.1019,0.0056,0.0056,4.9818181818181815,0.05,0.0944,0.0,SearchApi.io,6,8
serp-api,CHATGPT,serpapi,540.0,0.8167,0.3815,0.363,2.0136054421768708,0.7093,0.6907,0.0185,SerpApi,1,1
serp-api,CHATGPT,serpbase,540.0,0.0315,0.0093,0.0093,4.470588235294118,0.1981,0.0278,0.0,SerpBase,13,6
serp-api,CHATGPT,serpentapi,540.0,0.0722,0.0148,0.0148,4.717948717948718,0.3667,0.0481,0.0,SerpentAPI,9,4
serp-api,CHATGPT,serper,540.0,0.363,0.0148,0.0148,3.306122448979592,0.1815,0.3222,0.0,Serper,4,4
serp-api,COPILOT,airefs,540.0,0.0,0.0,0.0,,0.013,0.0,0.0,Airefs,20,15
serp-api,COPILOT,apify,540.0,0.1037,0.0,0.0,5.357142857142857,0.0296,0.0963,0.0,Apify,11,15
serp-api,COPILOT,brightdata,540.0,0.4889,0.0759,0.0574,3.492424242424242,0.0685,0.4278,0.0185,Bright Data,3,3
serp-api,COPILOT,cloro,540.0,0.0463,0.0111,0.0111,4.24,0.1056,0.0333,0.0,cloro,13,8
serp-api,COPILOT,dataforseo,540.0,0.5315,0.1148,0.0963,2.7560975609756095,0.0593,0.4833,0.0185,DataForSEO,2,2
serp-api,COPILOT,firecrawl,540.0,0.0333,0.0,0.0,4.722222222222222,0.0148,0.0315,0.0,Firecrawl,16,15
serp-api,COPILOT,nimble,540.0,0.0019,0.0,0.0,7.0,0.0,0.0019,0.0,Nimble,19,15
serp-api,COPILOT,octoparse,540.0,0.0315,0.0,0.0,3.588235294117647,0.0389,0.0204,0.0,Octoparse,17,15
serp-api,COPILOT,olostep,540.0,0.0,0.0,0.0,,0.0037,0.0,0.0,Olostep,20,15
serp-api,COPILOT,openwebninja,540.0,0.1204,0.0074,0.0074,5.553846153846154,0.1407,0.1056,0.0,OpenWeb Ninja,8,9
serp-api,COPILOT,oxylabs,540.0,0.2611,0.0352,0.0352,4.773049645390071,0.0,0.2333,0.0,Oxylabs,5,4
serp-api,COPILOT,scrapebadger,540.0,0.0,0.0,0.0,,0.0,0.0,0.0,ScrapeBadger,20,15
serp-api,COPILOT,scrapecreators,540.0,0.0444,0.0,0.0,5.708333333333333,0.2481,0.0241,0.0,ScrapeCreators,14,15
serp-api,COPILOT,scraperapi,540.0,0.1056,0.0019,0.0019,6.105263157894737,0.0,0.0926,0.0,ScraperAPI,10,13
serp-api,COPILOT,scrapfly,540.0,0.0056,0.0019,0.0019,4.0,0.0,0.0056,0.0,Scrapfly,18,13
serp-api,COPILOT,scrapingbee,540.0,0.0444,0.0037,0.0037,5.583333333333333,0.0111,0.0352,0.0,ScrapingBee,14,12
serp-api,COPILOT,scrapingdog,540.0,0.1407,0.0222,0.0222,5.4868421052631575,0.0093,0.1333,0.0,Scrapingdog,6,5
serp-api,COPILOT,searchapi,540.0,0.0722,0.0056,0.0056,5.6923076923076925,0.0167,0.063,0.0,SearchApi.io,12,11
serp-api,COPILOT,serpapi,540.0,0.7833,0.4056,0.387,2.286052009456265,0.1944,0.6907,0.0185,SerpApi,1,1
serp-api,COPILOT,serpbase,540.0,0.1389,0.0167,0.0167,2.6533333333333333,0.1,0.1037,0.0,SerpBase,7,7
serp-api,COPILOT,serpentapi,540.0,0.1148,0.0074,0.0074,3.161290322580645,0.3074,0.0944,0.0,SerpentAPI,9,9
serp-api,COPILOT,serper,540.0,0.3093,0.0222,0.0222,3.9221556886227544,0.0,0.2519,0.0,Serper,4,5
serp-api,GEMINI,airefs,540.0,0.0,0.0,0.0,,0.1222,0.0,0.0,Airefs,21,13
serp-api,GEMINI,apify,540.0,0.0574,0.0,0.0,5.741935483870968,0.013,0.0481,0.0,Apify,12,13
serp-api,GEMINI,brightdata,540.0,0.3981,0.0833,0.0648,3.5348837209302326,0.0944,0.3648,0.0185,Bright Data,4,3
serp-api,GEMINI,cloro,540.0,0.0611,0.0,0.0,5.484848484848484,0.2722,0.0611,0.0,cloro,11,13
serp-api,GEMINI,dataforseo,540.0,0.5574,0.1185,0.1,2.9700996677740865,0.0648,0.4648,0.0185,DataForSEO,2,2
serp-api,GEMINI,firecrawl,540.0,0.0833,0.0056,0.0056,4.2,0.0704,0.0833,0.0,Firecrawl,10,6
serp-api,GEMINI,nimble,540.0,0.0019,0.0,0.0,6.0,0.0056,0.0019,0.0,Nimble,20,13
serp-api,GEMINI,octoparse,540.0,0.0259,0.0037,0.0037,3.2857142857142856,0.113,0.0185,0.0,Octoparse,15,7
serp-api,GEMINI,olostep,540.0,0.0074,0.0,0.0,7.75,0.0519,0.0074,0.0,Olostep,18,13
serp-api,GEMINI,openwebninja,540.0,0.0167,0.0,0.0,4.888888888888889,0.0593,0.0148,0.0,OpenWeb Ninja,17,13
serp-api,GEMINI,oxylabs,540.0,0.2241,0.0019,0.0019,4.223140495867769,0.0019,0.2019,0.0,Oxylabs,7,9
serp-api,GEMINI,scrapebadger,540.0,0.0185,0.0,0.0,4.3,0.0259,0.0148,0.0,ScrapeBadger,16,13
serp-api,GEMINI,scrapecreators,540.0,0.0,0.0,0.0,,0.0111,0.0,0.0,ScrapeCreators,21,13
serp-api,GEMINI,scraperapi,540.0,0.15,0.0,0.0,5.0,0.0556,0.1315,0.0,ScraperAPI,8,13
serp-api,GEMINI,scrapfly,540.0,0.1,0.0019,0.0019,4.388888888888889,0.1019,0.0926,0.0,Scrapfly,9,9
serp-api,GEMINI,scrapingbee,540.0,0.0426,0.0019,0.0019,4.0,0.0389,0.037,0.0,ScrapingBee,14,9
serp-api,GEMINI,scrapingdog,540.0,0.2778,0.0037,0.0037,4.006666666666667,0.1648,0.2556,0.0,Scrapingdog,6,7
serp-api,GEMINI,searchapi,540.0,0.2907,0.0019,0.0019,4.050955414012739,0.013,0.2889,0.0,SearchApi.io,5,9
serp-api,GEMINI,serpapi,540.0,0.8074,0.5444,0.5259,1.7293577981651376,0.3148,0.6667,0.0185,SerpApi,1,1
serp-api,GEMINI,serpbase,540.0,0.0056,0.0,0.0,2.3333333333333335,0.0,0.0056,0.0,SerpBase,19,13
serp-api,GEMINI,serpentapi,540.0,0.0444,0.0074,0.0074,3.9583333333333335,0.0926,0.0426,0.0,SerpentAPI,13,5
serp-api,GEMINI,serper,540.0,0.4407,0.0648,0.0648,2.861344537815126,0.0037,0.387,0.0,Serper,3,3
serp-api,PERPLEXITY,airefs,500.0,0.0,0.0,0.0,,0.268,0.0,0.0,Airefs,17,11
serp-api,PERPLEXITY,apify,500.0,0.028,0.0,0.0,8.357142857142858,0.062,0.018,0.0,Apify,13,11
serp-api,PERPLEXITY,brightdata,500.0,0.22,0.064,0.054,2.7363636363636363,0.4,0.094,0.018,Bright Data,3,3
serp-api,PERPLEXITY,cloro,500.0,0.056,0.02,0.02,2.5357142857142856,0.462,0.03,0.0,cloro,7,4
serp-api,PERPLEXITY,dataforseo,500.0,0.26,0.08,0.06,1.9923076923076923,0.192,0.102,0.02,DataForSEO,2,2
serp-api,PERPLEXITY,firecrawl,500.0,0.04,0.004,0.004,5.3,0.13,0.036,0.0,Firecrawl,10,8
serp-api,PERPLEXITY,nimble,500.0,0.0,0.0,0.0,,0.008,0.0,0.0,Nimble,17,11
serp-api,PERPLEXITY,octoparse,500.0,0.008,0.0,0.0,4.0,0.07,0.002,0.0,Octoparse,16,11
serp-api,PERPLEXITY,olostep,500.0,0.0,0.0,0.0,,0.09,0.0,0.0,Olostep,17,11
serp-api,PERPLEXITY,openwebninja,500.0,0.0,0.0,0.0,,0.106,0.0,0.0,OpenWeb Ninja,17,11
serp-api,PERPLEXITY,oxylabs,500.0,0.058,0.006,0.006,4.103448275862069,0.05,0.028,0.0,Oxylabs,6,6
serp-api,PERPLEXITY,scrapebadger,500.0,0.0,0.0,0.0,,0.036,0.0,0.0,ScrapeBadger,17,11
serp-api,PERPLEXITY,scrapecreators,500.0,0.014,0.0,0.0,8.142857142857142,0.218,0.004,0.0,ScrapeCreators,15,11
serp-api,PERPLEXITY,scraperapi,500.0,0.054,0.004,0.004,4.2592592592592595,0.112,0.024,0.0,ScraperAPI,8,8
serp-api,PERPLEXITY,scrapfly,500.0,0.032,0.0,0.0,5.5,0.164,0.024,0.0,Scrapfly,12,11
serp-api,PERPLEXITY,scrapingbee,500.0,0.046,0.0,0.0,4.478260869565218,0.15,0.018,0.0,ScrapingBee,9,11
serp-api,PERPLEXITY,scrapingdog,500.0,0.068,0.008,0.008,4.0588235294117645,0.364,0.032,0.0,Scrapingdog,5,5
serp-api,PERPLEXITY,searchapi,500.0,0.036,0.002,0.002,4.388888888888889,0.166,0.026,0.0,SearchApi.io,11,10
serp-api,PERPLEXITY,serpapi,500.0,0.49,0.332,0.314,1.510204081632653,0.434,0.138,0.02,SerpApi,1,1
serp-api,PERPLEXITY,serpbase,500.0,0.0,0.0,0.0,,0.002,0.0,0.0,SerpBase,17,11
serp-api,PERPLEXITY,serpentapi,500.0,0.02,0.0,0.0,3.4,0.222,0.01,0.0,SerpentAPI,14,11
serp-api,PERPLEXITY,serper,500.0,0.124,0.006,0.006,3.870967741935484,0.042,0.062,0.0,Serper,4,6
